0 395.321 723.917 556.38 56.1501
1 394.823 669.448 529.541 48.2492
2 385.214 634.123 509.276 44.4836
3 371.45 611.059 492.557 41.9054
4 365.602 591.852 479.416 40.221
5 352.845 585.184 468.838 40.6047
6 344.724 572.687 458.94 39.6567
7 336.967 569.73 450.549 39.8103
8 328.962 557.052 442.64 39.6998
9 324.166 550.555 435.246 39.807
10 319.919 547.993 428.76 39.835
11 309.847 545.756 423.54 39.6445
12 315.29 532.359 417.831 38.4445
13 304.752 525.179 413.23 38.8461
14 302.261 527.575 408.573 39.2957
15 295.321 519.535 404.054 38.9984
16 294.685 512.508 399.888 38.2831
17 292.165 512.135 396.394 38.3386
18 285.202 507.747 392.538 38.0882
19 279.631 506.404 388.586 38.4081
20 272.457 503.548 385.165 38.551
21 273.758 499.476 381.412 38.1956
22 271.808 493.341 377.842 38.1814
23 271.704 490.133 374.575 37.8069
24 270.308 483.84 370.781 37.7782
25 267.42 477.931 367.497 37.8578
26 263.205 479.692 363.667 37.8604
27 259.65 478.02 360.517 38.1482
28 253.183 466.856 357.287 37.7869
29 254.14 466.618 354.571 37.0755
30 249.773 467.845 351.569 36.9646
31 249.578 461.852 349.301 36.872
32 247.995 462.527 346.686 36.6654
33 250.63 457.619 344.756 36.7268
34 244.267 449.958 342.141 36.6204
35 238.879 456.983 340.281 36.6089
36 236.811 452.266 338.606 36.9373
37 234.707 446.841 335.975 36.6739
38 232.737 441.485 333.617 36.6476
39 226.208 451.936 331.401 37.1491
40 227.707 442.08 329.345 36.6927
41 230.46 438.859 327.061 36.3486
42 227.238 437.647 325.004 36.0961
43 222.422 436.061 324.051 36.8051
44 218.835 435.923 321.998 36.6068
45 217.734 433.812 320.26 36.6644
46 217.752 427.128 318.981 36.7931
47 215.345 427.77 317.525 36.6669
48 213.118 424.061 315.59 36.5637
49 211.243 424.743 313.643 36.8012
50 215.542 418.893 311.225 36.4486
51 209.281 417.072 310.045 36.2001
52 210.363 423.565 308.799 36.1291
53 208.154 420.767 307.657 36.2252
54 208.078 418.574 306.388 36.7498
55 207.991 419.861 305.161 36.412
56 205.926 415.783 303.772 36.2627
57 209.243 422.754 302.459 36.6934
58 207.947 409.873 301.38 36.2288
59 202.417 406.118 300.217 36.036
60 203.158 409.48 299.357 35.9273
61 201.861 409.603 298.079 35.5748
62 198.193 409.041 297.609 35.7098
63 201.353 408.476 297.007 36.5407
64 201.498 407.55 295.395 36.1837
65 199.561 402.562 295.096 36.047
66 198.589 408.054 294.164 35.7484
67 198.368 401.105 294.032 35.1629
68 201.159 400.353 293.319 35.561
69 195.118 405.629 292.29 35.7921
70 196.684 403.792 291.231 35.6563
71 195.61 407.334 290.198 35.9988
72 196.613 397.518 289.395 35.4675
73 195.969 392.844 288.907 35.6537
74 198.928 400.944 288.902 35.6498
75 196.303 399.749 288.846 35.5536
76 195.002 396.773 288.81 35.4997
77 194.131 399.239 288.957 35.8223
78 194.831 396.427 287.625 35.3895
79 192.934 390.554 287.67 35.7079
80 189.486 401.267 287.04 36.3493
81 188.557 399.319 286.086 36.2952
82 192.032 398.869 285.526 35.5437
83 191.203 401.784 285.088 35.5738
84 190.563 391.36 284.532 35.69
85 190.294 398.688 283.478 35.8435
86 188.377 388.999 282.951 35.3654
87 184.788 393.228 283.04 35.6565
88 185.764 400.31 282.906 36.1253
89 190.18 390.645 282.157 35.5178
90 186.837 391.796 281.593 36.1295
91 185.976 396.554 281.721 36.2575
92 181.817 391.926 281.122 36.0261
93 182.256 391.917 280.521 35.7458
94 188.298 393.84 280.532 35.7308
95 183.789 392.654 280.351 35.8357
96 185.343 391.698 279.67 35.5129
97 187.396 392.636 279.287 35.4356
98 187.764 386.392 279.1 35.2259
99 185.747 390.652 279.463 35.6665
100 186.269 388.294 279.447 35.234
101 186.102 389.597 279.272 35.2553
102 185.722 393.37 279.699 35.8409
103 185.183 387.743 279.68 35.9459
104 184.311 391.877 279.618 36.0982
105 183.54 385.723 279.592 35.7259
106 183.058 394.374 279.883 36.2662
107 182.878 390.436 279.451 35.9471
108 182.687 395.569 279.525 36.082
109 181.862 387.731 279.103 35.9133
110 181.84 386.869 278.711 36.2703
111 180.343 383.639 277.575 36.1811
112 181.875 391.795 277.279 36.3713
113 182.414 389.767 276.978 36.2842
114 176.526 388.767 276.74 36.0298
115 184.918 390.165 277.126 35.6451
116 180.205 392.344 276.597 36.1557
117 181.153 386.755 275.963 35.1584
118 180.283 387.075 275.534 35.6073
119 178.384 390.997 274.519 36.3124
120 179.151 392.87 274.23 36.9504
121 175.878 382.797 273.217 36.2193
122 173.282 384.882 272.916 35.7802
123 175.537 383.915 273.519 36.1773
124 176.081 377.843 272.723 35.5951
125 173.869 379.292 272.109 35.4602
126 177.509 386.177 272.587 35.6356
127 180.469 385.016 272.338 35.9246
128 175.248 382.791 272.191 35.579
129 174.921 383.887 272.311 35.6155
130 178.25 386.395 272.526 35.807
131 181.03 383.388 273.079 35.4292
132 178.329 380.455 272.727 35.8122
133 177.352 379.228 272.919 35.5596
134 181.493 381.555 273.325 35.542
135 177.01 386.233 273.221 35.9769
136 177.802 383.116 272.806 35.4926
137 175.368 385.251 273.31 35.8547
138 179.43 382.458 272.821 35.6469
139 178.081 385.617 272.927 36.0962
140 176.137 381.364 273.091 35.8248
141 174.636 387.776 273.232 36.08
142 173.492 386.457 272.532 36.1992
143 175.333 380.717 271.606 35.6977
144 176.356 382.327 272.735 35.6658
145 180.529 385.03 273.117 35.8189
146 179.994 381.776 273.236 35.8145
147 180.609 384.147 273.718 35.5956
148 177.351 383.999 273.459 35.8624
149 173.691 376.955 273.766 35.8939
150 179.369 384.014 273.677 35.6388
151 173.699 379.882 273.816 35.5033
152 173.862 384.001 274.204 35.8887
153 179.64 390.337 273.853 36.3142
154 178.329 385.293 273.713 35.957
155 182.037 380.727 273.157 35.9185
156 179.434 384.031 272.92 35.8059
157 179.87 379.946 273.496 35.4742
158 184.594 386.744 273.209 35.6027
159 180.772 384.082 273.218 35.3149
